Traditional	Occurences
紫服	34
僧伽難提	34
塵緣	34
虛舟	33
寂靜門	33
如來識	33
無量覺	33
引出佛性	33
不動使者	33
中道第一義	33
出家樂	33
僧形	33
本性佛	33
迦迦羅	33
衣體	33
心機	33
小乘外道	33
引化	33
四花	33
第一寂滅	33
事論	33
毘舍羅	33
收骨	33
十善十惡	33
聖靈	33
妙教	33
寂光土	33
犍沓	33
僧跋	33
印塔	33
決定聲聞	33
安遠	33
拈槌	33
勸門	33
法波羅蜜	33
思假	33
梵界	33
功德法身	33
中間靜慮	33
登住	33
根本陀羅尼	33
沃焦	33
開廢	33
劫災	33
法潤	33
四安樂行	33
乘種	33
業網	33
法匠	33
義玄	33
離欲退	33
事理不二	33
空經	33
犍陟	33
獨法	33
漏戒	33
位妙	33
機根	33
光座	33
有為生死	33
檀頭	33
浮塵	33
如實不空	33
十八天	33
清淨識	32
奢彌	32
德華	32
歸人	32
大寂滅	32
六力	32
業累	32
登高座	32
母陀羅	32
龍心	32
持明藏	32
八纏	32
心田	32
針孔	32
作法界	32
十善菩薩	32
緣變	32
冥熏	32
呼摩	32
難提迦	32
八龍王	32
界內惑	32
悲門	32
人仙	32
求珠	32
妙機	32
三千佛名經	32
願食	32
雜善	32
法界三昧	32
半跏趺坐	32
寮主	32
義陀羅尼	32
想地獄	32
譬喻部	32
妙趣	32
釋師	32
穩坐	32
信後	32
二十八宿經	32
兩河	32
一虛	32
胎藏經	32
掛錫	32
六術	32
忍陀羅尼	32
獨覺身	32
精真	32
大寶坊	32
願人	32
五頂輪王	32
念佛往生	32
亂僧	32
合歡	32
壁觀	32
現行法	32
普賢大士	32
如如境	32
貪縛	32
本來成佛	32
轉欲	32
玄根	32
三無礙	32
生死縛	32
禪侶	32
樂土	32
正聚	32
三契	32
宴寂	32
疑煩惱	32
八王子	32
毘盧舍那	32
妙假	32
盂蘭盆	32
金佛	31
宏智	31
禪杖	31
似現量	31
三沙彌	31
無為生死	31
三法身	31
香印	31
懸談	31
訶尼	31
灌頂壇	31
首意經	31
寶積菩薩	31
惠利	31
教內	31
彌勒經	31
金雞	31
玄籍	31
圓心	31
填王	31
觀果報	31
雜犍度	31
要偈	31
開經	31
大夜	31
障礙山	31
音教	31
十四根	31
心馬	31
悉地果	31
羼底	31
祖師禪	31
凡性	31
纂要	31
犍椎	31
大寂定	31
半果	31
十四生	31
神通月	31
檀中	31
舍勒	31
數識	31
生飯	31
滅法忍	31
殊勝殿	31
八犍度	31
瑜伽教	31
忍辱鎧	31
智鏡	31
玄琬	31
五祖演	31
闍利	31
心跡	31
驢乳	31
額珠	31
二我執	31
眷屬妙	31
神通乘	31
懸鏡	31
光像	31
恚礙	31
一妄	31
香水瓶	31
七夢	31
菩薩行經	31
蓮華三昧	31
窣羅	31
火定	31
螺髻梵王	31
真土	31
信現觀	31
部教	31
信衣	31
拘耆	31
心魔	31
化色	31
恭敬施	31
緣化	31
四大弟子	31
不飲酒戒	30
妙戒	30
愛海	30
度無極經	30
擯罰	30
了義教	30
煎點	30
摩訶目犍連	30
二無常	30
藿香	30
十六沙彌	30
下劣乘	30
易行道	30
八妄想	30
金軀	30
僧鬘	30
爍迦羅	30
施願印	30
變化生	30
理乘	30
菩薩十地經	30
補沙	30
正遍知海	30
塵點	30
圓談	30
真金山	30
禪苑	30
魚子	30
持律第一	30
大力王	30
瞿醯	30
三真實	30
祇陀園	30
眾生本性	30
法報應	30
白拈	30
大慈尊	30
甘露鼓	30
心珠	30
深位	30
不淨觀經	30
愛執	30
無上方便	30
實相無相	30
犍陀	30
三世心	30
伽尼	30
四棄	30
思緣	30
內塵	30
空諦	30
一寂	30
吹法螺	30
無量無礙	30
白蓮社	30
天眼明	30
佛舍	29
剌闍	29
塵道	29
喜菩薩	29
非時藥	29
鶖鷺子	29
周陀	29
年臘	29
枳吒	29
可大師	29
善親友	29
甘露法門	29
護身法	29
假時	29
大悲心陀羅尼	29
塵體	29
方等泥洹經	29
破正命	29
摩度	29
五百獼猴	29
七寶經	29
愛欲海	29
陀羅尼藏	29
應形	29
香附子	29
龍象眾	29
哀雅	29
未生怨經	29
闇心	29
寶界	29
因緣合成	29
迦葉毘	29
福道	29
十禪	29
俗塵	29
釋藏	29
凡師	29
化轉	29
金剛藏王	29
救蟻	29
薜陀	29
摩陀羅	29
勞謙	29
八災患	29
畫石	29
錫杖經	29
世間經	29
無垢三昧	29
戒垢	29
六體	29
三顛倒	29
四墮	29
無住心	29
實眼	29
報恩施	29
善鬼神	29
十苦	29
剎那無常	29
十無礙	29
普光法堂	29
賣弄	29
無漏通	29
小乘戒	29
跋闍子	29
持句	29
五覺	28
大普賢	28
無餘修	28
無比身	28
葬法	28
阿難結集	28
支具	28
謨賀	28
五慳	28
國土海	28
大法會	28
婬火	28
無明藏	28
圓詮	28
外金剛部	28
世英	28
結集法	28
負門	28
三十二相經	28
佛供	28
牢關	28
唱衣	28
法身流轉	28
一法句	28
圓空	28
末流	28
心燈	28
解講	28
曇摩羅	28
火王	28
闇林	28
七辯	28
煩惱泥	28
事教	28
孔雀經	28
解信	28
八不思議	28
合掌叉手	28
像化	28
四波	28
無生際	28
無漏法性	28
圓道	28
新無量壽經	28
味欲	28
生死淵	28
雨曼陀羅華	28
默擯	28
教行理	28
行無色	28
寶國	28
樹提迦	28
虛空天	28
無性有情	28
金顏	28
三十論	28
淨巾	28
受喜	28
暗證	28
第一義樂	28
不思議乘	28
國忌	28
言說法身	28
僧伽陀	28
海印定	28
五瓶	28
十見	28
蠶繭	28
恭敬經	28
楞伽山	28
魚山	28
道識	28
實際迴向	28
身城	27
頓悟菩薩	27
歡喜天	27
寂忍	27
道禁	27
玉環	27
愛種	27
緊捺	27
濕生化生	27
彌勒出世	27
髮塔	27
平等王	27
小經	27
證轉	27
梵難	27
佛天	27
權機	27
獨園	27
普通印	27
遺化	27
道欽	27
顛倒妄想	27
毘城	27
發願心	27
十四變化	27
迴向門	27
中觀釋論	27
三夫人	27
蘇末那	27
新戒	27
永嘉集	27
摩尼跋陀羅	27
七微	27
貞元錄	27
智手	27
四十位	27
象眾	27
筏蹉	27
大生主	27
頭陀第一	27
決定思	27
威德定	27
支帝	27
客位	27
不動解脫	27
業結	27
直月	27
末上	27
金剛清淨經	27
光明寺	27
三妄	27
涅槃宮	27
日曜	27
福德身	27
文殊般若經	27
像運	27
十二宮	27
外魔	27
女賊	27
音聲陀羅尼	27
打靜	27
實化	27
心王心所	27
旁生	27
勸緣	27
瞻風	27
求聞持	27
馬主	27
法殿	27
捨身品	27
金剛寶藏	27
天童山	27
教院	27
金剎	27
悲母	27
香剎	27
中梵	27
風色	27
簡言	27
晚參	27
天台大師	27
擯治	27
紙衣	27
內供奉	27
慧威	27
六慧	27
金剛子	27
淄州	27
在家戒	26
鉤紐	26
分別變	26
詮辯	26
內佛	26
龍軍	26
修羅窟	26
龍智	26
柏庭	26
大祖	26
如來壽量品	26
鶴樹	26
百大劫	26
鍵鎡	26
中壇	26
五蘊論	26
現成公案	26
十軍	26
法密部	26
菩提心戒	26
自在王經	26
釋迦法	26
貫花	26
逝經	26
利行攝	26
如意佛	26
儒童菩薩	26
放參	26
光明山	26
逝宮	26
慧基	26
眼同	26
王古	26
截頭	26
逗會	26
婆嵐	26
投針	26
十二類	26
瀉瓶	26
十念成就	26
神根	26
五供養	26
談議	26
一乘經	26
執持識	26
梵世界	26
銅鈸	26
食蜜	26
義燈	26
三相續	26
入骨	26
無盡三昧	26
塔主	26
壽樂	26
心猿	26
閼伽印	26
蘇息處	26
娑羅娑	26
窟內	26
真言教	26
海門國	26
性根	26
慈童	26
腐爛藥	26
金塵	26
聲欲	25
煩惱網	25
金剛力	25
禪會	25
譬喻師	25
數論外道	25
正法炬	25
忍辱草	25
家珍	25
兩業	25
自在戒	25
眾生相續	25
金剛網	25
防難	25
偈語	25
師子乳	25
歡喜光	25
佛事門	25
觸象	25
法命	25
講筵	25
中心經	25
祭文	25
十祖	25
方詣	25
摩訶般若波羅蜜多	25
八識心王	25
象喻	25
香丸	25
種草	25
法兄	25
烏龍	25
禪定門	25
八無礙	25
慈敬	25
不淨肉	25
波叉	25
羅差	25
藍風	25
應人	25
重山	25
內證智	25
生死泥	25
淨聖	25
佛吼	25
天衣懷	25
淨住子	25
報通	25
三時教	25
童子迦葉	25
真空觀	25
瞋恚火	25
焰網	25
辦道	25
三銖	25
剎說	25
六和合	25
持齋經	25
十八物	25
妄語戒	25
聖道門	25
跡佛	25
受生心	25
說法妙	25
前堂	25
受持佛語	25
略戒	25
二真如	25
涅槃分	25
法樹	25
總願	25
三藏學者	25
十六大士	25
眾生不可思議	25
法智印	25
戒檢	25
含情	25
禪月	25
執障	25
根本惑	25
普賢德	25
齋月	25
加沙	25
聽教	25
不動定	25
身論	25
十八經	25
妄塵	25
妙車	25
論議經	25
七趣	25
空塵	25
梵王宮	25
三照	25
曲彔	25
齋退	25
方便藏	24
無盡根	24
大空三昧	24
靜慧	24
聖不動	24
齋罷	24
工巧明	24
安國師	24
玄綱	24
三鬼	24
勸轉	24
八慢	24
冥助	24
懸鼓	24
蒙堂	24
標月	24
逸多	24
聖方	24
婆羅門書	24
指鬘經	24
無餘說	24
華齒	24
聖印	24
如實空	24
八達	24
增上慢聲聞	24
藥食	24
聲境	24
六行觀	24
內方	24
願慧	24
緇林	24
八齋戒	24
曇摩迦羅	24
憂火	24
境智行	24
臥法	24
信藏	24
玄贊	24
勝金	24
摩黎	24
堅固三昧	24
生師	24
倒退三千	24
破顯	24
施餓鬼	24
馬祀	24
恭敬修	24
真如不變	24
群類	24
梯蹬	24
妙覺性	24
色微	24
無量壽經論	24
迦闍	24
不退轉經	24
離垢眼	24
瀉藥	24
坐參	24
五部律	24
法弟	24
真法供養	24
千化	24
順喻	24
百城	24
五畏	24
灌經	23
功德叢林	23
大乘基	23
八海	23
感應妙	23
沈冥	23
闇誦	23
忍善	23
緇流	23
後光	23
觀世音母	23
受持品	23
智囊	23
法縛	23
讚佛乘	23
弟子位	23
資糧	23
僧籍	23
多聞部	23
邪空	23
上流般涅槃	23
人華	23
六無為	23
應化聲聞	23
八家	23
蓮宮	23
起骨	23
梵皇	23
影堅	23
論場	23
忍調	23
二勝果	23
禪頭	23
辦事真言	23
四怨	23
入龕	23
布教	23
跋伽婆	23
超越證	23
迦師	23
開題	23
惠果	23
鍱腹	23
大寶華	23
五邪命	23
五姓	23
黃龍山	23
欲箭	23
死火	23
吉祥坐	23
三角壇	23
金剛智三藏	23
凡識	23
離垢世界	23
發起眾	23
鈴菩薩	23
無盡海	23
樓毘	23
螺髮	23
曇摩讖	23
法鼓經	23
會座	23
仙城	23
宗徒	23
醫方論	23
玄疏	23
波羅羅	23
香樓	23
標領	23
十六空	23
師質	23
登地菩薩	23
地藏院	23
四十一地	23
義真	23
空果	23
福德門	23
宿命明	23
玉牒	23
三現觀	23
施無畏手	23
外海	23
二無知	23
樹想	23
愛繫	23
三熱	23
善逝子	23
五使者	23
持心經	23
醍醐味	23
降胎	23
玄德	23
道平	23
真如海	23
覽字	23
樂波羅蜜	23
盲跛	22
樓佉	22
化誘	22
淺略	22
三田	22
質帝	22
無相佛	22
二鼠	22
祖師關	22
七真如	22
大瑜伽	22
鹿戒	22
禿居士	22
風顛	22
尊記	22
一衲	22
大方廣菩薩藏	22
佛奴	22
八禁	22
信明	22
寶波羅蜜	22
不妄語戒	22
治生產業	22
八覺	22
龍方	22
十一位	22
定性聲聞	22
逆修	22
銷釋	22
偏門	22
宿命智通	22
摩羅提	22
拍掌	22
琉璃太子	22
一品經	22
習滅	22
死賊	22
龍鬚	22
貪病	22
天耳智通	22
註論	22
業田	22
禪徒	22
禪悅食	22
無心三昧	22
無著果	22
業鏡	22
東序	22
波卑	22
金色頭陀	22
平等意趣	22
倒合	22
梵壇	22
覺皇	22
法身舍利	22
一實境界	22
十九界	22
伽藍神	22
天狗	22
德風	22
三賢十地	22
亡智	22
梵學	22
二佛性	22
法蓋	22
門神	22
二領	22
獄縛	22
不可棄	22
露幔	22
四陀羅尼	22
祖燈	22
金錫	22
種姓清淨	22
金剛部母	22
一轍	22
法身藏	22
方等懺	22
十一觸	22
大力金剛	22
獨鈷	22
勘辨	22
仙豫	22
提點	22
生法二身	22
掉散	22
四悔	22
自性不善	22
道氣	21
虛空法身	21
法性海	21
業垢	21
莽娑	21
傳法院	21
外外道	21
宅門	21
頂門眼	21
月精	21
地壇	21
老婆禪	21
舍利弗毘曇	21
薩埵王子	21
三馬	21
二般若	21
德士	21
應伽	21
華嚴會	21
後架	21
訶陵	21
五十小劫	21
法舟	21
四變	21
十六大阿羅漢	21
夏滿	21
法徒	21
九拜	21
緇黃	21
權理	21
穿井	21
聲聞乘教	21
跡化	21
外儀	21
自性戒	21
僧寶傳	21
淨土門	21
色經	21
宿煮	21
世尊初生	21
大聖文殊師利菩薩	21
密益	21
九業	21
轉法輪經論	21
變化人	21
僧伽多	21
海滴	21
實相法身	21
十方住持	21
三身三德	21
列剎	21
忿結	21
念漏	21
狂華	21
俗戒	21
禪定窟	21
求車	21
捺地	21
人樹	21
生津	21
岸樹	21
天眼智通	21
五法藏	21
毘伽羅	21
四意趣	21
四覺	21
逆緣	21
鴦伽陀	21
果餘	21
末闡提	21
無著戒	21
燒指	21
風幡	21
十六國王	21
女人拜	21
十二倒	21
紙葉	21
前板	21
讚佛偈	21
閻魔王	21
十三資具	21
瑜伽座	21
經供養	21
安闍那	21
妙文	21
堪忍地	21
苜蓿	21
三國土	21
實相慧	21
道服	21
輪王七寶	21
方服	21
堅固菩薩	21
大日經	21
玄朗	21
九無為	21
劫波羅	21
赤鹽	21
似能破	21
大海印	21
八施	21
無相教	20
畜趣	20
金剛線	20
福蓋	20
祇樹園	20
神力所持	20
碧眼胡僧	20
百八句	20
波曇	20
烏荼	20
盲龍	20
娜伽	20
赤袈裟	20
直裰	20
識精	20
炎熱地獄	20
普廣經	20
佛布施	20
我執習氣	20
西序	20
偏衫	20
自性淨心	20
雲門山	20
孤獨園	20
安立果	20
鳥翅	20
六眾生	20
倒離	20
妄雲	20
竭支	20
吉祥果	20
六十心	20
十五鬼神	20
乳水	20
音響忍	20
邪行障	20
象駕	20
佛心宗	20
忍辱仙	20
無明羅剎	20
止宿草庵	20
金牒	20
檀拏	20
正轍	20
梵法	20
迦羅分	20
不可思議經	20
迦葉遺	20
法珍	20
涅槃堂	20
十六生	20
序題	20
塔頭	20
指多	20
秉炬	20
三外道	20
岸頭	20
三術	20
觀察門	20
須菩提品	20
算沙	20
浮根	20
血海	20
綱格	20
佛魔	20
瞿默	20
矜哀	20
智界	20
齋主	20
罷講	20
門標	20
五百雁	20
禪念	20
北度	20
玄心	20
忍鎧	20
菩薩聖眾	20
四料簡	20
吠嵐	20
雞園	20
正念誦	20
不殺生戒	20
喜忍	20
第一識	20
大虛空藏	20
無明網	20
修堅	20
明匠	19
濫波	19
眼見家	19
敘謝	19
九眾	19
瞿曇彌經	19
朅伽	19
默傳	19
三懺	19
阿育王山	19
盧行者	19
三精氣	19
四禪天	19
玄範	19
迦葉尊者	19
三敬	19
尼迦羅	19
移山經	19
泥人	19
上流般	19
妙談	19
六空	19
孝服	19
雙持	19
大波羅蜜	19
閼伽真言	19
業影	19
羯磨阿闍梨	19
健南	19
牟尼王	19
身出家	19
婆羅門仙	19
加備	19
當機眾	19
靈妙	19
涅槃山	19
三發心	19
經案	19
五智印	19
曬罽	19
五菩提	19
尼夜摩	19
觀空品	19
箭道	19
理懺	19
慧約	19
網目	19
九居	19
朝參	19
磨衲	19
楊葉	19
罪福無主	19
九禪	19
支郎	19
執師子國	19
女情	19
利益妙	19
生死解脫	19
獼猴江	19
學海	19
骨塔	19
寶偈	19
納慕	19
天識	19
過去莊嚴劫	19
楞嚴會	19
金剛門	19
灌頂部	19
難禪	19
羅剎國	19
藏理	19
香欲	19
便旋	19
無想果	19
休屠	19
莊嚴經論	19
智慧水	19
阿那律天眼	19
甘露王	19
優伽	18
法性寺	18
方便願	18
親勝	18
拘鄰	18
牙菩薩	18
火頭金剛	18
瞿波羅	18
金剛念誦	18
無疑解脫	18
彌勒樓閣	18
濾羅	18
五具足	18
大樂金剛薩埵	18
十宗	18
常住教	18
樹提長者	18
不見舉	18
叉十	18
重空三昧	18
稱法行	18
供養主	18
法界圓融	18
通戒	18
蘭菊	18
欲愛住地	18
羯磨波羅蜜	18
法住記	18
無畏三藏	18
病子	18
甄迦羅	18
一唾	18
法律經	18
有漏禪	18
五礙	18
平等力	18
道芽	18
十哲	18
五佛頂	18
僧供	18
僧護經	18
勞怨	18
七海	18
比丘尼大戒	18
四安樂	18
甘露城	18
義龍	18
現劫	18
十神力	18
法宇	18
自相作意	18
告香	18
安立三昧	18
塵網	18
扶疏	18
結緣眾	18
法界宮	18
難得行	18
實相真如	18
布施物	18
龍章	18
安座	18
色頂	18
天真佛	18
僻見	18
應化法身	18
女德	18
彌陀本願	18
四阿含經	18
愛見大悲	18
見諍	18
退座	18
沙門統	18
三千佛	18
壽域	18
金剛語言	18
名字菩薩	18
護摩壇	18
屠沽	18
小院	18
欲魔	18
轉變無常	18
雁行	18
道號	18
三牟尼	18
靈瑞華	18
正法經	18
翳羅	18
貪習	18
逐鹿	18
香神	18
西乾	18
吠舍佉	18
瑜伽唯識	18
邪見稠林	18
無相大乘	18
七證	17
愛敬法	17
魚兔	17
狂狗	17
小念	17
意執	17
九轍	17
忍辱衣	17
感驗	17
八念經	17
五序	17
十三法師	17
數數死	17
傳戒	17
禪靜	17
庾嶺	17
吉祥日	17
貪狼	17
十二藏	17
五十法	17
眾徒	17
幻野	17
境界愛	17
序王	17
等流習氣	17
如意輪菩薩	17
酪味	17
旦望	17
士夫見	17
火車地獄	17
覺道支	17
水葬	17
九域	17
十六觀門	17
淨頭	17
擇法眼	17
弊欲	17
一脫	17
僧伽耶舍	17
勞侶	17
地仙	17
金剛結	17
毘曇有門	17
般若會	17
支佛地	17
字母品	17
實願	17
止觀法門	17
八部般若	17
十二獸	17
一鎚	17
婁勒	17
燈爐	17
化前	17
全威	17
八大丈夫	17
常住物	17
牟娑	17
獻珠	17
瞋煩惱	17
僧伽吒	17
黃幡	17
隔歷	17
聞陀羅尼	17
扇陀	17
無生懺	17
金界	17
守請	17
眼目異名	17
金剛幡	17
神通光	17
血書	17
饒王	17
七寶樹林	17
四輪王	17
滅病	17
七羯磨	17
普菴	17
十七尊	17
金剛夜叉	17
精進信	17
瑜伽阿闍梨	17
滿拏	17
覆器	17
業病	17
情分	17
落飾	17
藏塵	17
辮髮	17
八辯	17
化源	17
圓融門	17
堅固林	17
飲食真言	17
戒律藏	17
多聞室	17
心作喜	17
不可稱智	17
井華	17
二超	17
蘇揭	17
明冥	17
三佛菩提	17
五通菩薩	16
齒印	16
妙音品	16
慧布	16
瞿師	16
五位君臣	16
義虎	16
勝義僧	16
人空觀	16
寶螺	16
菴華	16
慧水	16
平等大悲	16
第一義觀	16
竺土	16
愛界	16
果號	16
理窟	16
煩惱陣	16
善苗	16
難行道	16
契吒	16
放光三昧	16
三祇百劫	16
龍珠	16
大自在宮	16
寄附	16
聲聞法界	16
滅羯磨	16
追薦	16
十教	16
金剛部主	16
外貪欲	16
修羅軍	16
七佛八菩薩	16
一蓮	16
門流	16
七情	16
迦羅富	16
灌佛經	16
作法懺	16
玄景	16
無為泥洹	16
玉花	16
清梵	16
一翳	16
智城	16
光明懺	16
現供養	16
風燭	16
黑蚖	16
邪林	16
練禪	16
辯天	16
現印	16
山世	16
醫子	16
垢習	16
解脫食	16
無量尊	16
疾書	16
優多	16
鹿子母堂	16
旃檀瑞像	16
師子筋	16
梵典	16
華方	16
金剛剎	16
七華	16
梵乘	16
林變	16
貳吒	16
能薰	16
褰帷	16
奠茶	16
善見太子	16
渴法	16
正行真如	16
講眾	16
戒海	16
弘範	16
水涸	16
化理	16
羯磨疏	16
愛假	16
德天	16
深量	16
清淨業處	16
三檀	16
觀音品	16
龍畜	16
摩婆羅	16
心地觀經	16
梵摩尼	16
一無礙道	16
金剛杖	16
習氣果	16
迦旃延阿毘曇	16
僧伍	16
大乘聲聞	16
誦戒本	16
逆謗	16
蛇足	16
達絮	16
禮拜門	16
靜慮波羅蜜	16
愛渴	16
牛山	16
輕重儀	16
十二天	16
真言法教	16
愛惑	16
敵證	16
掛真	16
兩班	16
講讚	16
滿成佛	16
般若船	16
宗眼	16
十惑	16
末寺	16
祥草	15
塵說	15
手爐	15
丘慈	15
想愛	15
怖畏施	15
印紙	15
時漿	15
瞋縛	15
香殿	15
實相身	15
無常院	15
五箭	15
攝提	15
遣喚	15
二密	15
嵐毘	15
十一善	15
彌陀名號	15
四梵志	15
四無為	15
禪關	15
境唯識	15
骨目	15
蓮華國	15
戒和尚	15
逆喻	15
供養第一	15
內庫	15
月忌	15
一蟣	15
建聲	15
金山王	15
毘盧印	15
重誓	15
浴主	15
瞿答摩	15
闍樓	15
逆化	15
風定	15
入瓶	15
應量器	15
影響眾	15
入棺	15
梵天界	15
宗學	15
十習	15
四種地	15
定命	15
如來自誓三昧經	15
觀行儀軌	15
承露盤	15
遁世	15
拔波	15
迷子	15
祈念	15
述記	15
修摩提女	15
堅固女	15
捨筏	15
業魔	15
婆須達多	15
普賢金剛薩埵	15
靈嶽	15
惑趣	15
懶殘	15
尼波羅	15
播尼	15
合殺	15
堅智	15
淨心住	15
大阿彌陀經	15
金姿	15
滅種	15
摩迦羅	15
降世	15
屈請	15
說法品	15
八方便	15
老衲	15
正命食	15
智慧山	15
常住果	15
東嶽	15
濁劫	15
十二隨眠	15
大教網	15
冬夜	15
芥城	15
無生身	15
華嚴部	15
譬喻論師	15
迦旃延經	15
餓鬼城	15
大鐘	15
寺官	15
三受業	15
背念	15
似心	15
五執	15
泥梨經	15
素懷	15
起請	15
圖寺	15
三身業	15
熟調伏	15
懺禮	15
金輪聖王	15
信德	15
智惑	15
唱薩	15
四禮	15
玄一	15
同體三寶	15
持僧	15
無上忍	15
隨緣行	15
法臣	15
九難	15
雲宗	15
裝香	15
第六陰	15
阿蘭那經	15
勢羅	15
慢煩惱	15
三陀羅尼	15
四田	15
水定	15
大相國寺	15
胸行	14
印佛	14
飯袋子	14
轉法輪日	14
迦蘭陀長者	14
僧儀	14
單寮	14
禪衣	14
塗割	14
末教	14
身座	14
無明長夜	14
釋侶	14
彌離車	14
飛化	14
典客	14
演祖	14
果能變	14
隨眠無明	14
盂蘭經	14
五量	14
鼻蟲	14
婆羅訶	14
探水	14
觸瓶	14
狂慧	14
金剛觀	14
佛母般若波羅蜜多	14
蓮華女	14
七百結集	14
仙苑	14
續開元釋教錄	14
副參	14
香室	14
八囀	14
跋藍	14
雲鼓	14
庫頭	14
俗形	14
降魔坐	14
通達心	14
廁孔	14
帝居	14
聲緣	14
金龜	14
八曼荼羅	14
大智藏	14
二十五菩薩	14
解脫耳	14
晉水	14
照牌	14
十恩	14
點湯	14
五根色	14
法河	14
九例	14
法門身	14
神變經	14
妄信	14
業壽	14
九方便	14
四重二諦	14
開白	14
戍陀	14
初禪天	14
理法身	14
金光明懺	14
弊宿	14
智法身	14
鬼門	14
燒香侍者	14
十施	14
虛空化	14
八顛倒	14
半娜	14
四苾芻	14
釋風	14
須彌樓	14
二花	14
出世業	14
阿彌陀佛偈	14
中道教	14
音木	14
財慳	14
歌菩薩	14
舍帝	14
阿奴波	14
香衣	14
苦域	14
不動無為	14
第一空行	14
戒本疏	14
內齋	14
華嚴菩薩	14
摩蛇	14
三寶藏	14
一切智經	14
世間乘	14
佉樓	14
多羅果	14
夏首	14
懷兔	14
二詮	14
蘭盆	14
江迦葉	14
涅槃聲	14
第七情	14
九瘡	14
無相菩提	14
大國師	14
律乘	14
聖眾來迎	14
聖教量	14
聖僧侍者	14
欲金剛	14
開壇	14
鶴勒	14
三轉語	14
七淨華	14
智慧箭	14
四明尊者	14
虛空孕	14
面授	14
逋沙	14
大般舟三昧經	14
軟賊	14
卓錫	14
鈔經	14
瘧鬼	14
無常偈	14
神分	14
華嚴音義	14
見犍度	14
細意識	14
九蓮	14
天根	13
飽叢林	13
大願船	13
孤起偈	13
開基	13
四大護	13
禪禮	13
七加行	13
仙人鹿野苑	13
伽胝	13
受灌	13
多聞藏	13
按指	13
發講	13
宿根	13
敗壞菩薩	13
五法人	13
瞿曇仙	13
香國	13
上肩	13
供養文	13
方等懺法	13
真影	13
雪山大士	13
義懷	13
多心經	13
結座	13
鹽天	13
煩籠	13
火曜	13
三極少	13
大無量壽經	13
無比女	13
危城	13
因陀羅王	13
罷參	13
堅實心	13
光明疏	13
法綱	13
巨磨	13
三法妙	13
泥丸	13
淨名居士	13
十金剛心	13
渴伽	13
十樂	13
蘇摩呼	13
三莊嚴	13
晤恩	13
四賓主	13
五陰魔	13
八師	13
食界	13
三等流	13
四運心	13
審慮思	13
金剛起	13
十八地獄經	13
鬼火	13
淨邦	13
淨名玄	13
萬指	13
實經	13
牟娑羅	13
逆順三昧	13
愚僧	13
四法印	13
醍醐喻	13
無道心	13
曇摩迦	13
體內方便	13
坐堂	13
邪行真如	13
回禮	13
蓮華心	13
內外不二門	13
冥權	13
魔禪	13
能大師	13
枝末法輪	13
那伽波羅	13
八龍	13
亂善	13
林毘	13
優曇婆羅	13
天須菩提	13
二十智	13
自性見	13
爪淨	13
二我見	13
無常風	13
度眾生心	13
若那跋陀羅	13
四方四佛	13
護法神	13
識主	13
三須菩提	13
請賓頭盧	13
五佛性	13
三十二應	13
圓滿修多羅	13
外護摩	13
增劫	13
智杵	13
師姑	13
柰苑	13
正堂	13
四不可思議	13
人中牛王	13
大悲三昧	13
社中	13
耆婆耆婆	13
假名宗	13
三諦圓融	13
大乘天	13
法界等流	13
超八	13
勝義根	13
六妙行	13
迦羅比丘	13
五大願	13
摑裂	13
吉祥童子	13
謝戒	13
葉蓋	13
涅槃食	13
通明禪	13
左行	13
三篋	13
意馬	13
鹿母夫人	13
如來日	13
雪山部	13
蓮華子	13
君荼	13
幻垢	13
真淨大法	13
東司	13
吉祥茅	13
提婆品	13
然燈經	13
幻門	13
三三昧門	13
法性法身	13
猛利煩惱	13
橙子	13
火辨	13
三衰	13
典攬	13
七宗	13
天帝弓	12
佛壇	12
三摩地念誦	12
哀亮	12
壞衲	12
九世間	12
苦行外道	12
威儀師	12
福羅	12
菴羅衛	12
起龕	12
成正覺佛	12
慶昭	12
慧幻	12
五智金剛杵	12
雪山童子	12
無言童子	12
毘盧釋迦	12
毘曇宗	12
生處塔	12
慧流	12
婆南	12
未開顯	12
三病人	12
大辯才天	12
兜沙羅	12
牟尼仙	12
沒特伽羅子	12
妙法堂	12
土曜	12
一陀羅尼	12
方廣道人	12
選友	12
圭峰	12
父城	12
餘執	12
魔繫	12
餓鬼愛	12
妙莊嚴王品	12
如來藏緣起	12
內寺	12
胎宮	12
三昧火	12
六氣	12
柴頭	12
十二大願	12
印觀	12
胎獄	12
火蛇	12
鹽淨	12
延沼	12
阿育王譬喻經	12
象教	12
二十五方便	12
根本說一切有部尼陀那	12
同居穢土	12
羅剎天	12
華目	12
教禪	12
空一切處	12
衣犍度	12
黑嶺	12
三佛頂	12
昏俗	12
四阿笈摩	12
智箭	12
五位無心	12
二應身	12
轉藏	12
金流	12
半夏	12
業食	12
蒲盧	12
闍維分	12
盜牛	12
無相無相三昧	12
道場觀	12
山毫	12
化人說	12
四律	12
五惡趣	12
三真如	12
厥修羅	12
胎息	12
十二願	12
均提沙彌	12
首陀婆	12
勝應身	12
無住三昧	12
五魔	12
無為戒	12
方等戒壇	12
變成男子	12
衲袈裟	12
塔印	12
送亡	12
恩愛奴	12
佛眼真言	12
說戒犍度	12
光融	12
合爪	12
色諦	12
無明酒	12
樹提摩納	12
燉煌菩薩	12
般吒	12
